api	crate	path_line	snippet
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:9941	candle_core::metal_backend::buffer_o(w_metal.buffer(), &w_layout, weight.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:9943	candle_core::metal_backend::buffer_o(s_metal.buffer(), &s_layout, conv_state.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:9945	candle_core::metal_backend::buffer_o(qo_metal.buffer(), &qo_layout, q_out.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:9947	candle_core::metal_backend::buffer_o(ko_metal.buffer(), &ko_layout, k_out.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:9949	candle_core::metal_backend::buffer_o(vo_metal.buffer(), &vo_layout, v_out.dtype());
candle_core::metal_backend::MetalDevice	kiln-model	crates/kiln-model/src/backend/metal.rs:10270	device: &candle_core::metal_backend::MetalDevice,
candle_core::metal_backend::DeviceId	kiln-model	crates/kiln-model/src/backend/metal.rs:10272	use candle_core::metal_backend::DeviceId;
candle_core::metal_backend::MetalDevice	kiln-model	crates/kiln-model/src/backend/metal.rs:10299	device: &candle_core::metal_backend::MetalDevice,
candle_core::metal_backend::DeviceId	kiln-model	crates/kiln-model/src/backend/metal.rs:10301	use candle_core::metal_backend::DeviceId;
candle_core::metal_backend::MetalDevice	kiln-model	crates/kiln-model/src/backend/metal.rs:10328	device: &candle_core::metal_backend::MetalDevice,
candle_core::metal_backend::DeviceId	kiln-model	crates/kiln-model/src/backend/metal.rs:10330	use candle_core::metal_backend::DeviceId;
candle_core::metal_backend::MetalDevice	kiln-model	crates/kiln-model/src/backend/metal.rs:10357	device: &candle_core::metal_backend::MetalDevice,
candle_core::metal_backend::DeviceId	kiln-model	crates/kiln-model/src/backend/metal.rs:10359	use candle_core::metal_backend::DeviceId;
candle_core::metal_backend::MetalDevice	kiln-model	crates/kiln-model/src/backend/metal.rs:10386	device: &candle_core::metal_backend::MetalDevice,
candle_core::metal_backend::DeviceId	kiln-model	crates/kiln-model/src/backend/metal.rs:10388	use candle_core::metal_backend::DeviceId;
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:10460	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:10464	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:10468	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:10472	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:10476	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:10480	candle_core::Storage::Metal(s) => s,
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:10484	let a_buf = candle_core::metal_backend::buffer_o(a_metal.buffer(), &a_layout, a.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:10485	let b_buf = candle_core::metal_backend::buffer_o(b_metal.buffer(), &b_layout, b.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:10487	candle_core::metal_backend::buffer_o(al_metal.buffer(), &al_layout, a_log.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:10489	candle_core::metal_backend::buffer_o(dt_metal.buffer(), &dt_layout, dt_bias.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:10491	candle_core::metal_backend::buffer_o(beta_metal.buffer(), &beta_layout, beta.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:10492	let g_buf = candle_core::metal_backend::buffer_o(g_metal.buffer(), &g_layout, g.dtype());
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:10587	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:10591	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:10595	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:10599	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:10603	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:10607	candle_core::Storage::Metal(s) => s,
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:10611	let a_buf = candle_core::metal_backend::buffer_o(a_metal.buffer(), &a_layout, a.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:10612	let b_buf = candle_core::metal_backend::buffer_o(b_metal.buffer(), &b_layout, b.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:10614	candle_core::metal_backend::buffer_o(al_metal.buffer(), &al_layout, a_log.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:10616	candle_core::metal_backend::buffer_o(dt_metal.buffer(), &dt_layout, dt_bias.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:10618	candle_core::metal_backend::buffer_o(beta_metal.buffer(), &beta_layout, beta.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:10619	let decay_buf = candle_core::metal_backend::buffer_o(
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:10700	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:10704	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:10708	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:10712	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:10716	candle_core::Storage::Metal(s) => s,
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:10721	candle_core::metal_backend::buffer_o(ab_metal.buffer(), &ab_layout, ab.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:10723	candle_core::metal_backend::buffer_o(al_metal.buffer(), &al_layout, a_log.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:10725	candle_core::metal_backend::buffer_o(dt_metal.buffer(), &dt_layout, dt_bias.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:10727	candle_core::metal_backend::buffer_o(beta_metal.buffer(), &beta_layout, beta.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:10728	let decay_buf = candle_core::metal_backend::buffer_o(
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:10817	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:10821	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:10825	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:10829	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:10833	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:10837	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:10841	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:10845	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:10849	candle_core::Storage::Metal(s) => s,
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:10853	let q_buf = candle_core::metal_backend::buffer_o(q_metal.buffer(), &q_layout, q.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:10854	let k_buf = candle_core::metal_backend::buffer_o(k_metal.buffer(), &k_layout, k.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:10855	let v_buf = candle_core::metal_backend::buffer_o(v_metal.buffer(), &v_layout, v.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:10856	let a_buf = candle_core::metal_backend::buffer_o(a_metal.buffer(), &a_layout, a.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:10857	let b_buf = candle_core::metal_backend::buffer_o(b_metal.buffer(), &b_layout, b.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:10859	candle_core::metal_backend::buffer_o(al_metal.buffer(), &al_layout, a_log.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:10861	candle_core::metal_backend::buffer_o(dt_metal.buffer(), &dt_layout, dt_bias.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:10862	let state_buf = candle_core::metal_backend::buffer_o(
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:10868	candle_core::metal_backend::buffer_o(out_metal.buffer(), &out_layout, out.dtype());
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:10972	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:10976	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:10980	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:10984	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:10988	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:10992	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:10996	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:11000	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:11004	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:11008	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:11012	candle_core::Storage::Metal(s) => s,
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:11016	let q_buf = candle_core::metal_backend::buffer_o(q_metal.buffer(), &q_layout, q.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:11017	let k_buf = candle_core::metal_backend::buffer_o(k_metal.buffer(), &k_layout, k.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:11018	let v_buf = candle_core::metal_backend::buffer_o(v_metal.buffer(), &v_layout, v.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:11019	let a_buf = candle_core::metal_backend::buffer_o(a_metal.buffer(), &a_layout, a.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:11020	let b_buf = candle_core::metal_backend::buffer_o(b_metal.buffer(), &b_layout, b.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:11022	candle_core::metal_backend::buffer_o(al_metal.buffer(), &al_layout, a_log.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:11024	candle_core::metal_backend::buffer_o(dt_metal.buffer(), &dt_layout, dt_bias.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:11025	let state_buf = candle_core::metal_backend::buffer_o(
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:11030	let z_buf = candle_core::metal_backend::buffer_o(z_metal.buffer(), &z_layout, z.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:11032	candle_core::metal_backend::buffer_o(w_metal.buffer(), &w_layout, weight.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:11034	candle_core::metal_backend::buffer_o(out_metal.buffer(), &out_layout, out.dtype());
candle_core::metal_backend::MetalDevice	kiln-model	crates/kiln-model/src/backend/metal.rs:11126	device: &candle_core::metal_backend::MetalDevice,
candle_core::metal_backend::DeviceId	kiln-model	crates/kiln-model/src/backend/metal.rs:11128	use candle_core::metal_backend::DeviceId;
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:11191	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:11195	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:11199	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:11203	candle_core::Storage::Metal(s) => s,
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:11207	let x_buf = candle_core::metal_backend::buffer_o(x_metal.buffer(), &x_layout, x.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:11208	let z_buf = candle_core::metal_backend::buffer_o(z_metal.buffer(), &z_layout, z.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:11210	candle_core::metal_backend::buffer_o(w_metal.buffer(), &w_layout, weight.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:11212	candle_core::metal_backend::buffer_o(out_metal.buffer(), &o_layout, out.dtype());
candle_core::metal_backend::MetalDevice	kiln-model	crates/kiln-model/src/backend/metal.rs:11820	device: &candle_core::metal_backend::MetalDevice,
candle_core::metal_backend::DeviceId	kiln-model	crates/kiln-model/src/backend/metal.rs:11822	use candle_core::metal_backend::DeviceId;
candle_core::metal_backend::MetalDevice	kiln-model	crates/kiln-model/src/backend/metal.rs:11849	device: &candle_core::metal_backend::MetalDevice,
candle_core::metal_backend::DeviceId	kiln-model	crates/kiln-model/src/backend/metal.rs:11851	use candle_core::metal_backend::DeviceId;
candle_core::metal_backend::MetalDevice	kiln-model	crates/kiln-model/src/backend/metal.rs:11878	device: &candle_core::metal_backend::MetalDevice,
candle_core::metal_backend::DeviceId	kiln-model	crates/kiln-model/src/backend/metal.rs:11880	use candle_core::metal_backend::DeviceId;
candle_core::metal_backend::MetalDevice	kiln-model	crates/kiln-model/src/backend/metal.rs:11907	device: &candle_core::metal_backend::MetalDevice,
candle_core::metal_backend::DeviceId	kiln-model	crates/kiln-model/src/backend/metal.rs:11909	use candle_core::metal_backend::DeviceId;
candle_core::metal_backend::MetalDevice	kiln-model	crates/kiln-model/src/backend/metal.rs:11936	device: &candle_core::metal_backend::MetalDevice,
candle_core::metal_backend::DeviceId	kiln-model	crates/kiln-model/src/backend/metal.rs:11938	use candle_core::metal_backend::DeviceId;
candle_core::metal_backend::MetalDevice	kiln-model	crates/kiln-model/src/backend/metal.rs:11965	device: &candle_core::metal_backend::MetalDevice,
candle_core::metal_backend::DeviceId	kiln-model	crates/kiln-model/src/backend/metal.rs:11967	use candle_core::metal_backend::DeviceId;
candle_core::metal_backend::MetalDevice	kiln-model	crates/kiln-model/src/backend/metal.rs:11994	device: &candle_core::metal_backend::MetalDevice,
candle_core::metal_backend::DeviceId	kiln-model	crates/kiln-model/src/backend/metal.rs:11996	use candle_core::metal_backend::DeviceId;
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:12064	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:12068	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:12072	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:12076	candle_core::Storage::Metal(s) => s,
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:12081	candle_core::metal_backend::buffer_o(a_metal.buffer(), &a_layout, a_strict.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:12083	candle_core::metal_backend::buffer_o(v_metal.buffer(), &v_layout, v_prime.dtype());
